claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
ADD-0195,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"The verified approval path for Edmondson Park is: Liverpool City Council vehicle crossing application. Strata common property works need owners corporation approval and usually a committee resolution before you start. The recorded Edmondson Park council specification is reproduced without alteration: REQUIRED-RESEARCH: confirm Liverpool City Council vehicle crossing specification, widths, strength and fee schedule at liverpool.nsw.gov.au. Before crossover work in Edmondson Park starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Edmondson Park uses the engineered fill and why new estate slabs crack reference for Edmondson Park when the Edmondson Park evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
ADD-0196,additional_blind_spots,customer_social_proof_heading,1387,concreters-edmondson-park,suburb,draft,Why Edmondson Park customers choose us,Why Edmondson Park customers choose us,_elementor_data:$[10].elements[0].settings.title,heading,NONE — reviews and completed_projects are unverified,UNSUPPORTED,replace with a factual enquiry-coordination heading,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; unsupported customer social-proof heading neutralised",False,False
ADD-0197,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"From Edmondson Park, the verified neighbouring service links are Austral , Leppington and Bringelly .",verified neighbouring service links,_elementor_data:$[11].elements[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-service-area field removed",False,False
ADD-0198,additional_blind_spots,quote_or_scope_promise,1387,concreters-edmondson-park,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[13].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0199,additional_blind_spots,quote_or_scope_promise,1387,concreters-edmondson-park,suburb,draft,"Concreting in Edmondson Park 2174 for driveways, slabs, paths and crossovers, using the verified Liverpool City Council approval path. Request an on-site quote.",Request an on-site quote,postmeta:rank_math_description,meta,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0200,additional_blind_spots,unsupported_verified_local_evidence,1387,concreters-edmondson-park,suburb,draft,"Concreting in Edmondson Park 2174 for driveways, slabs, paths and crossovers, using the verified Liverpool City Council approval path. Request an on-site quote.",using the verified Liverpool,postmeta:rank_math_description,meta,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
ADD-0201,additional_blind_spots,quote_or_scope_promise,1378,concreters-elderslie,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[0].elements[2].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
ADD-0202,additional_blind_spots,unsupported_verified_local_evidence,1378,concreters-elderslie,suburb,draft,"Concrete work requested around Elderslie, ordered around the verified local job mix.",verified local job mix,_elementor_data:$[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting enquiry information for Elderslie.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-job-mix framing removed",False,False
ADD-0203,additional_blind_spots,unsupported_verified_local_evidence,1378,concreters-elderslie,suburb,draft,"The recorded housing profile for Elderslie is 2000–2012. Local reference points include Elderslie Public School, Nepean River corridor and Camden Airport (Macquarie Grove), with access commonly read from Camden Valley Way, Macquarie Grove Road and Lodges Road. The verified local distinction is specific: Elderslie homes are mostly 2000s-era, which puts their concrete in an awkward middle age — old enough that owners are ready to upgrade the outdoor areas, young enough that the driveway itself is usually still structurally sound. The work here skews to adding rather than replacing: alfresco slabs, pergola bases, extended side access.",verified local distinction,_elementor_data:$[4].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-local-distinction field removed",False,False
ADD-0204,additional_blind_spots,unsupported_verified_local_evidence,1378,concreters-elderslie,suburb,draft,The researched ground note for Elderslie records: Shale clay transitioning to Nepean alluvial closer to the river. Check flood mapping on the lower lots. That evidence is checked against the proposed slab location in Elderslie; assumptions from another estate are not substituted for a site inspection. Elderslie separates its concrete patios and alfresco slabs evidence from the general Elderslie brief; Concrete Patios and Alfresco Slabs in Elderslie carries that service decision.,The researched ground note,_elementor_data:$[5].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported researched-ground-note construction removed",False,False
ADD-0205,additional_blind_spots,unsupported_verified_local_evidence,1378,concreters-elderslie,suburb,draft,"The verified approval path for Elderslie is: Camden Standard Driveway Crossing Application for new or altered crossovers. The recorded council specification is reproduced without alteration: 32 MPa, 125mm, SL72 fabric, 4.0-5.5m urban width, 1200mm footpath allocation (900mm offset; 800mm in Oran Park), 4% footpath crossfall, 1:6 max batter. Before crossover work in Elderslie starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Elderslie uses the reactive clay slabs as 2870 reference for Elderslie when the Elderslie evidence reaches that topic; the lot record still controls the decision.",verified approval path,_elementor_data:$[8].elements[0].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-approval field removed",False,False
ADD-0206,additional_blind_spots,customer_social_proof_heading,1378,concreters-elderslie,suburb,draft,Why Elderslie customers choose us,Why Elderslie customers choose us,_elementor_data:$[10].elements[0].settings.title,heading,NONE — reviews and completed_projects are unverified,UNSUPPORTED,replace with a factual enquiry-coordination heading,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,How enquiry coordination works,"owner attestation and remediation authority, 21 August 2026; unsupported customer social-proof heading neutralised",False,False
ADD-0207,additional_blind_spots,unsupported_verified_local_evidence,1378,concreters-elderslie,suburb,draft,"From Elderslie, the verified neighbouring service links are Spring Farm , Cobbitty and Narellan .",verified neighbouring service links,_elementor_data:$[11].elements[1].elements[1].settings.editor,text-editor,NONE — no occurrence-level evidence citation supports the reader-visible verification claim,UNSUPPORTED,remove the claim; use only separately cited current official facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; unsupported verified-service-area field removed",False,False
ADD-0208,additional_blind_spots,quote_or_scope_promise,1378,concreters-elderslie,suburb,draft,Get Your FREE Quote Today,Get Your FREE Quote,_elementor_data:$[13].elements[0].settings.text,button,NONE — owner operating-model attestation; no quotation policy or contractor is authorised,UNSUPPORTED,replace with a non-contractual concreting-enquiry invitation,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Submit a concreting enquiry,"owner attestation and remediation authority, 21 August 2026; unsupported free-quote CTA neutralised",False,False
