requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0478,D22 deferred — unresearched,concreters-leumeah,suburb,7c2526d7,7c2526d7 — Concreters Leumeah,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Leumeah,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1406; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0479,D22 deferred — unresearched,concreters-leumeah,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Dark concrete driveway crossing; visible purpose: Concrete Driveways,landscape,101:76,505x380,JPEG,dark-concrete-driveway-crossing-1185.jpg,Dark concrete driveway crossing between a kerb and property,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1185,council-crossing-south-west-sydney-1185.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,page_id=1406; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert a council crossing in South West Sydney.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0480,D22 deferred — unresearched,concreters-leumeah,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Modern commercial building with concrete hardstand; visible purpose: Concrete Slabs,landscape,964:543,964x543,WebP,commercial-building-concrete-hardstand-1186.webp,Modern commercial building with a concrete hardstand,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1186,gregory-hills-commercial-concreting-1186.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends GENERIC,record explicit GENERIC (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1406; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert commercial concreting in Gregory Hills, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0481,D22 deferred — unresearched,concreters-leumeah,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Estate playground with prominent M locality branding; no concrete subject; visible purpose: Exposed Aggregate,landscape,79:38,632x304,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,owner worksheet blank; fail-closed under Phase B instruction,yes — decorative/non-evidential only,1187,leppington-new-estates-1187.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: Band A HOLD; audit recommends UNUSABLE,record explicit UNUSABLE (or another supported verdict); OK also requires cited provenance,yes for Phase B/staging; page publication is deferred,"page_id=1406; widget_type=image-box; setting=image; decorative; permission=HOLD; absent from derivative; source_geographic_claim=Filename and alt assert new estates in Leppington, NSW.; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0482,D22 deferred — unresearched,concreters-leumeah,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Dry cracked ground surface; visible purpose: Patios & Alfresco,landscape,723:350,723x350,JPEG,dry-cracked-ground-1188.jpg,Dry cracked ground surface,no,D18/D20: remove unsupported geographic and geological assertion,yes — decorative/non-evidential only,1188,dry-cracked-ground-1188.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1406; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0483,D22 deferred — unresearched,concreters-leumeah,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Shrinkage cracks; visible purpose: Paths & Pathways,landscape,489:368,489x368,JPEG,shrinkage-cracks-1230.jpg,Shrinkage cracks,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1230,shrinkage-cracks-1230.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1406; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0484,D22 deferred — unresearched,concreters-leumeah,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Dry cracked ground surface; visible purpose: Coloured & Decorative,landscape,723:350,723x350,JPEG,dry-cracked-ground-1188.jpg,Dry cracked ground surface,no,D18/D20: remove unsupported geographic and geological assertion,yes — decorative/non-evidential only,1188,dry-cracked-ground-1188.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1406; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0485,D22 deferred — unresearched,concreters-minto,suburb,7c2526d7,7c2526d7 — Concreters Minto,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Minto,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1407; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0486,D22 deferred — unresearched,concreters-minto,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Reinforcedheavydutyconcrete; visible purpose: Concrete Driveways,portrait,3:4,750x1000,WebP,reinforcedheavydutyconcrete-121.webp,Reinforcedheavydutyconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,121,reinforcedheavydutyconcrete-121.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1407; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0487,D22 deferred — unresearched,concreters-minto,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Paths and pathwaysconcrete; visible purpose: Concrete Slabs,portrait,196:261,392x522,JPEG,paths-and-pathwaysconcrete-144.jpg,Paths and pathwaysconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,144,paths-and-pathwaysconcrete-144.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1407; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0488,D22 deferred — unresearched,concreters-minto,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Patiosandalfrescoconcrete; visible purpose: Exposed Aggregate,portrait,391:491,391x491,JPEG,patiosandalfrescoconcrete-145.jpg,Patiosandalfrescoconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,145,patiosandalfrescoconcrete-145.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1407; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
